id,name,kind,ac_brightness,ac_depth,ac_hardness,ac_roughness,ac_warmth,ac_sharpness,ac_boominess,feat_spectral_centroid,feat_spectral_rolloff_85,feat_spectral_bandwidth,feat_spectral_flatness,feat_low_band_ratio,feat_mid_band_ratio,feat_high_band_ratio,feat_zero_crossing_rate,feat_rms
5e8731a7,Preset,random,25.54436905051306,76.63243900686416,35.029822761323985,22.507449666301163,62.04873233218868,16.082229116085763,59.006728222607485,103.58762858160631,159.3952047413793,73.87092073267858,1.311798003555964e-09,0.965689178185096,0.034308072734678466,1.4163185993024851e-06,0.005836925287356322,0.1540825366973877
55b208cc,Preset,random,38.70793707071492,37.99677116644348,28.860876052550694,37.32148757483574,47.57224924510776,25.9267905395323,27.351030076154398,375.77375723911,437.09927262931035,77.75275043265796,5.295193172827339e-10,0.12120978371620232,0.8787874242576288,1.1653641190587424e-06,0.017959770114942528,0.07523462176322937
3b0e4525,Preset,random,24.635751133904247,64.98350976571018,34.862960643401934,48.69653672101561,66.2552339573722,22.02630473222757,51.397055301100764,72.78416644039012,90.58795797413794,39.915150069748464,6.541346908583989e-10,0.9977332383175948,0.0022665899935212586,7.012723280209276e-09,0.0031092852011494255,0.09691336005926132
5ee313bd,Preset,random,83.13601594823218,47.967353874006534,71.60477029472699,80.61531418796216,28.565607035337624,65.55943161568382,29.009510726952385,4611.778954570517,10392.864358836207,5133.485426903896,0.019073378294706345,0.41207201556400175,0.19597918939363645,0.35190744614017977,0.24245689655172414,0.0589507594704628
34dc2527,Preset,random,55.44719444920365,33.07479138846279,64.77812381594018,55.17449811597994,39.61605636753344,47.77096013857147,14.515030142988333,491.91100053435804,439.5743534482759,503.3353587628989,0.007850820198655128,0.0003937184818515568,0.9831978082436509,0.004004495381196427,0.01806079382183908,0.07274159044027328
1461c60c,Preset,random,29.707106029389173,77.34536748894881,58.06919839866791,33.97593117333406,63.16192211514416,45.482556285636264,42.86225413903434,39.83626538746908,79.69760237068965,58.783866420800244,1.3784019259333036e-08,0.9982284814923087,0.001624038707173717,7.25918646002037e-05,0.0018745510057471264,0.2838699519634247
2b8a1fc1,Preset,random,82.47946795879484,6.0423454687425675,49.32711230560767,21.829606781152012,16.984196129159354,86.6618681097182,-18.548381537811267,6398.815935575932,9959.725215517241,2971.894826741129,1.7917147488333285e-05,7.454882582107218e-05,0.00012865917639855957,0.8229194274368249,0.26296470905172414,0.048599086701869965
bfa3950c,Preset,random,75.88866928810359,58.14853843353891,36.28624202683437,30.254382733368754,39.364568845888954,62.635305249131896,37.7746045246093,1356.061577222002,3531.940328663793,1656.9296190420348,6.821395670542074e-10,0.6293358974947073,0.003291059360094815,7.624880636837282e-06,0.09319998204022989,0.06800137460231781
d60e5050,Preset,random,47.3380439765466,26.9537073965571,31.13155717954774,0.0,40.30837324017654,34.774413059805276,11.228154031641425,684.0047906406023,903.8995150862069,274.2752899503462,0.01182283740490675,4.221458084379815e-05,0.9989704764651762,2.003063249603604e-05,0.03173266882183908,0.07554115355014801
896c1f13,Preset,random,53.206762937119585,55.91298318953178,56.0185571192917,50.94124778745659,46.76249895685725,48.893246632678135,31.887280102922308,355.4789170538006,338.09603987068965,816.916759841898,1.560381690524082e-07,0.677289659202648,0.3068876764654122,0.006641128074928453,0.019688397988505746,0.07774165272712708
